state,session,chamber,bill_id,title,created_at,updated_at,type,subjects,serialid,serial_464208c8_41a1_4999_a4ad_858be4add44b
ny,2011-2012,upper,S 5000A,"Relates to prescription forms and labels, interpretation services and patients with limited English proficiency",2011-06-18T00:00:00,2012-02-11T00:00:00,bill,Health,25543,25542
ny,2011-2012,upper,S 5001,"Authorizes a physician assistant, acting under the supervision of a physician, to sign death certificates in like manner as physicians",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25544,25543
ny,2011-2012,upper,S 5008,Prohibits the sale of flavored tobacco products,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25551,25550
ny,2011-2012,upper,S 5014,Relates to the authority of an agent to act outside a hospital setting to make certain decisions regarding the transport of the principal,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25560,25559
ny,2011-2012,upper,S 5014A,Relates to the authority of an agent to act outside a hospital setting to make certain decisions regarding the transport of the principal,2011-05-26T00:00:00,2012-02-11T00:00:00,bill,Health,25561,25560
ny,2011-2012,upper,S 5030,Requires confidentiality of reports and information relating to tests for sexually transmissible diseases,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25587,25586
ny,2011-2012,upper,S 5033,Establishes a cause of action for damages against a person who attempts or performs a sex selective abortion,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25592,25591
ny,2011-2012,upper,S 5043,Establishes a Medicaid drug rebate remittance demonstration program to validate existing Medicaid drug rebate claims,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25608,25607
ny,2011-2012,upper,S 5043A,Establishes a Medicaid drug rebate remittance demonstration program to validate existing Medicaid drug rebate claims,2011-05-16T00:00:00,2012-02-11T00:00:00,bill,Health,25609,25608
ny,2011-2012,upper,S 5044,Provides for the exclusion of certain costs associated with home health care and the formula for calculating state reimbursements to such programs,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25610,25609
ny,2011-2012,upper,S 5065,Establishes the disposal of prescription drugs program,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25641,25640
ny,2011-2012,upper,S 5069,Directs schools to provide information on meningococcal disease immunization to students and parents of students in seventh grade,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25647,25646
ny,2011-2012,upper,S 5069A,Directs the commissioner of health to raise the immunity of children against meningococcal disease,2011-05-18T00:00:00,2012-02-11T00:00:00,bill,Health,25648,25647
ny,2011-2012,upper,S 5069B,Directs schools to provide information on meningococcal disease immunization to students and parents of students in seventh grade,2011-06-03T00:00:00,2012-02-11T00:00:00,bill,Health,25649,25648
ny,2011-2012,upper,S 5114,Creates an education and outreach program for the autoimmune disease known as lupus,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25716,25715
ny,2011-2012,upper,S 5123,"Relates to bone marrow and peripheral blood stem cell donation and donation registration, and creates the anatomical gift, bone marrow and peripheral blood stem cell donation registry",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25731,25730
ny,2011-2012,upper,S 5145,Relates to the adoption registry,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25767,25766
ny,2011-2012,upper,S 5153,Provides a premium reduction for physicians and licensed midwives who complete a risk management strategies course,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25781,25780
ny,2011-2012,upper,S 5153A,Provides a premium reduction for physicians and licensed midwives who complete a risk management strategies in obstetrics course,2011-05-20T00:00:00,2012-04-26T00:00:00,bill,Health,25782,25781
ny,2011-2012,upper,S 5155,Relates to the employment of persons to function as central service technicians in certain healthcare facilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25784,25783
ny,2011-2012,upper,S 5155A,Relates to the employment of persons to function as central sterile supply personnel in certain healthcare facilities,2011-05-20T00:00:00,2012-04-26T00:00:00,bill,Health,25785,25784
ny,2011-2012,upper,S 5155B,Relates to the employment of persons to function as central service technicians in certain healthcare facilities,2012-04-24T00:00:00,2012-04-26T00:00:00,bill,Health,25786,25785
ny,2011-2012,upper,S 5181,Establishes psychedelic phenethylamine as a Schedule I hallucinogenic controlled substance,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25825,25824
ny,2011-2012,upper,S 5210,Expands the Doctors Across New York program to include dentists,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25872,25871
ny,2011-2012,upper,S 5431,Relates to payments to rural critical access hospitals,2011-05-21T00:00:00,2012-10-16T00:00:00,bill,Health,25879,25878
ny,2011-2012,upper,S 5224,Relates to the ability of continuing care retirement communities to offer seniors additional service options,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25894,25893
ny,2011-2012,upper,S 5224A,Relates to the ability of continuing care retirement communities to offer seniors additional service options,2012-02-08T00:00:00,2012-03-07T00:00:00,bill,Health,25895,25894
ny,2011-2012,upper,S 5239,Requires single activity clinics to ascertain whether an employee or volunteer is listed on the state sex offender registry pursuant to article six-C of the correction law,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25917,25916
ny,2011-2012,upper,S 5243,Authorizes all local governments to appoint the community service directors who will serve such governments,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,25924,25923
ny,2011-2012,upper,S 5245,"Relates to the examination of persons ordered to obtain assisted outpatient treatment in counties with a population of less than 75,000",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,25926,25925
ny,2011-2012,upper,S 5248,Relates to mandatory reporting of allegations of physical or sexual abuse of a child or adult with mental or physical disabilities or death occurring in facilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,25930,25929
ny,2011-2012,upper,S 5248A,Relates to mandatory reporting of allegations of physical or sexual abuse of a child or adult with mental or physical disabilities or death occurring in facilities,2011-05-24T00:00:00,2012-02-28T00:00:00,bill,Health|Legal Issues,25931,25930
ny,2011-2012,upper,S 5249,Requires drug tests for potential employees of the office of mental health and the office for people with developmental disabilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,25932,25931
ny,2011-2012,upper,S 5252,"Disqualifies providers for receipt of monies for recruitment and retention of non-supervisory workers, when such monies are not provided to home health agencies",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25936,25935
ny,2011-2012,upper,S 5252A,"Disqualifies providers for receipt of monies for recruitment and retention of non-supervisory workers, when such monies are not provided to home health agencies",2011-06-07T00:00:00,2012-02-25T00:00:00,bill,Health,25937,25936
ny,2011-2012,upper,S 5254,Relates to home care worker wage parity,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25941,25940
ny,2011-2012,upper,S 5259,Relates to extending the provisions of the Family Health Care Decisions act,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25952,25951
ny,2011-2012,upper,S 5259A,Relates to extending the provisions of the Family Health Care Decisions act,2011-06-12T00:00:00,2012-02-18T00:00:00,bill,Health,25953,25952
ny,2011-2012,upper,S 5283,Provides for notification to hospital patients upon intake of reports of hospital-acquired infections,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,25985,25984
ny,2011-2012,upper,S 5431A,Relates to payments to rural critical access hospitals,2011-06-18T00:00:00,2012-05-09T00:00:00,bill,Health,26002,26001
ny,2011-2012,upper,S 5299,"Establishes within the department of mental hygiene a registry of persons terminated from employment for abuse, neglect or mistreatment of mentally disabled persons",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,26012,26011
ny,2011-2012,upper,S 5311,Requires the guardian of an incapacitated person to notify the local department of social services of the death of such incapacitated person,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,26030,26029
ny,2011-2012,upper,S 5312,Relates to hypodermic syringes,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,26031,26030
ny,2011-2012,upper,S 537,Allows release of non-certified copy of birth certificate to adoptee without court order if adoptee and a birth parent register with state's adoption registry,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,26109,26108
ny,2011-2012,upper,S 537B,Allows release of non-certified copy of birth certificate to adoptee without court order if adoptee and a birth parent register with state's adoption registry,2011-05-16T00:00:00,2012-01-14T00:00:00,bill,Health,26122,26121
ny,2011-2012,upper,S 5380,Authorizes health care professionals licensed in other jurisdictions and appointed by World Police and Fire Games Federation to practice in this state in connection,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,26124,26123
ny,2011-2012,upper,S 5380A,Authorizes health care professionals licensed in other jurisdictions and appointed by World Police and Fire Games Federation to practice in this state in connection with an athletic event sanctioned by such feder,2011-06-02T00:00:00,2012-02-11T00:00:00,bill,Health,26125,26124
ny,2011-2012,upper,S 5380B,Authorizes health care professionals licensed in other jurisdictions and appointed by World Police and Fire Games Federation to practice in this state in connection,2011-06-12T00:00:00,2012-02-11T00:00:00,bill,Health,26126,26125
ny,2011-2012,upper,S 5384,Increases the availability of adult day health care programs by authorizing adult care facilities to operate such programs,2011-05-16T00:00:00,2012-10-16T00:00:00,bill,Health,26131,26130
ny,2011-2012,upper,S 5395,Relates to restricting duties which may be assigned to specialist's assistants in radiology,2011-05-18T00:00:00,2012-10-16T00:00:00,bill,Health,26149,26148
ny,2011-2012,upper,S 5405,Extends the provisions of chapter 459 of the laws of 1996 amending the public health law relating to recertification of persons providing emergency medical care,2011-05-19T00:00:00,2012-10-16T00:00:00,bill,Health,26163,26162
ny,2011-2012,upper,S 5409,Requires practitioners to check the controlled substance abuse registry before prescribing analgesics,2011-05-19T00:00:00,2012-10-16T00:00:00,bill,Health,26169,26168
ny,2011-2012,upper,S 5409A,Requires practitioners to check the controlled substance abuse registry before prescribing analgesics,2012-01-12T00:00:00,2012-05-17T00:00:00,bill,Health,26170,26169
ny,2011-2012,upper,S 5412,Authorizes certain health care professionals licensed to practice in other jurisdictions to practice in this state in connection with an event sanctioned by Remote Area Medical,2011-05-19T00:00:00,2012-10-16T00:00:00,bill,Health,26177,26176
ny,2011-2012,upper,S 5446,Authorizes the commissioner of health to award grants without competitive bid under the health care efficiency and affordability program to home care services,2011-05-25T00:00:00,2012-10-16T00:00:00,bill,Health,26224,26223
ny,2011-2012,upper,S 5447,Expands the health occupation and workplace demonstration program to home health care providers,2011-05-25T00:00:00,2012-10-16T00:00:00,bill,Health,26225,26224
ny,2011-2012,upper,S 5448,Creates a rural home health flexibility program,2011-05-25T00:00:00,2012-10-16T00:00:00,bill,Health,26226,26225
ny,2011-2012,upper,S 545,Provides guidelines and aids in locating sites for community residential facilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,26228,26227
ny,2011-2012,upper,S 5551,Extends the effectiveness of a portable x-ray demonstration program for medicaid recipients,2011-06-02T00:00:00,2012-10-16T00:00:00,bill,Health,26384,26383
ny,2011-2012,upper,S 5552,"Extends from December 31, 2011 to December 31, 2013, the expiration of the authorization of operating demonstrations to operate managed long term care plans",2011-06-02T00:00:00,2012-10-16T00:00:00,bill,Health,26385,26384
ny,2011-2012,upper,S 5553,Authorizes the commissioner of health to extend use of audit findings to subsequent un-audited periods for payments to patient service providers,2011-06-02T00:00:00,2012-10-16T00:00:00,bill,Health,26386,26385
ny,2011-2012,upper,S 5554,Relates to permitting a hospice to employ and enter into contracts with licensed healthcare providers,2011-06-02T00:00:00,2012-10-16T00:00:00,bill,Health,26387,26386
ny,2011-2012,upper,S 5555,Allows limited liability companies to operate renal disease diagnostic or treatment centers,2011-06-02T00:00:00,2012-10-16T00:00:00,bill,Health,26388,26387
ny,2011-2012,upper,S 5556,Relates to health-related legal services programs,2011-06-02T00:00:00,2012-10-16T00:00:00,bill,Health,26389,26388
ny,2011-2012,upper,S 5569,Provides for an extender of 2 years for the safe patient handling demonstration program,2011-06-03T00:00:00,2012-10-16T00:00:00,bill,Health,26407,26406
ny,2011-2012,upper,S 5572,Requires the department of health to post inspection results of public food service establishments on the website,2011-06-03T00:00:00,2012-10-16T00:00:00,bill,Health,26411,26410
ny,2011-2012,upper,S 5572A,Requires the department of health to post inspection results of public food service establishments on the website,2011-06-16T00:00:00,2012-02-24T00:00:00,bill,Health,26412,26411
ny,2011-2012,upper,S 5572B,Requires the department of health to post inspection results of public food service establishments on the website,2011-11-03T00:00:00,2012-02-24T00:00:00,bill,Health,26414,26413
ny,2011-2012,upper,S 5575,Establishes integrated pest management requirements for hospitals,2011-06-04T00:00:00,2012-10-16T00:00:00,bill,Health,26419,26418
ny,2011-2012,upper,S 5591,Authorizes certain campgrounds without dumping stations to provide a list of dumping stations,2011-06-04T00:00:00,2012-10-16T00:00:00,bill,Health,26443,26442
ny,2011-2012,upper,S 5614,Relates to requiring the use of thyroid collars for certain x-ray procedures,2011-06-08T00:00:00,2012-10-16T00:00:00,bill,Health,26473,26472
ny,2011-2012,upper,S 5621,Requires the creation and posting of a food allergy poster in all food service establishments,2011-06-08T00:00:00,2012-10-16T00:00:00,bill,Health,26482,26481
ny,2011-2012,upper,S 5627,Provides alternative pricing methods in the sale and offering of funeral merchandise and services; provides for the repeal after one year,2011-06-08T00:00:00,2012-10-16T00:00:00,bill,Health,26489,26488
ny,2011-2012,upper,S 5644,Authorizes social services districts to fulfill their payment obligations to public general hospitals by public expenditures for the benefit of such hospitals,2011-06-09T00:00:00,2012-10-16T00:00:00,bill,Health,26513,26512
ny,2011-2012,upper,S 566,Enacts the childhood lead poisoning primary prevention and safe housing act,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,26534,26533
ny,2011-2012,upper,S 5678,Prohibits co-mingling of adolescent and adult patients in certain hospitals licensed by the office of mental health; repealer,2011-06-12T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,26559,26558
ny,2011-2012,upper,S 569,"Provides a program to promote leukemia, lymphoma and myeloma research, education and treatment and establishes the leukemia, lymphoma and myeloma research, education",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,26574,26573
ny,2011-2012,upper,S 569A,"Provides a program to promote leukemia, lymphoma and myeloma research, education and treatment and establishes the leukemia, lymphoma and myeloma research, education",2012-01-18T00:00:00,2012-01-18T00:00:00,bill,Health,26589,26588
ny,2011-2012,upper,S 5705,Authorizes the commissioner of health to extend use of prior settlements to subsequent un-audited periods for payments to patient service providers,2011-06-12T00:00:00,2012-10-16T00:00:00,bill,Health,26598,26597
ny,2011-2012,upper,S 5711,Relates to disqualification of employment for criminal history and the definition of ability to consent,2011-06-14T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,26606,26605
ny,2011-2012,upper,S 5716,Relates to limiting the work week of direct care workers,2011-06-14T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,26611,26610
ny,2011-2012,upper,S 5716A,Relates to limiting the work week of direct care workers,2011-06-18T00:00:00,2012-05-17T00:00:00,bill,Health|Legal Issues,26612,26611
ny,2011-2012,upper,S 5720,Enacts the Internet System for Tracking Over-Prescribing (I-STOP) Act,2011-06-14T00:00:00,2012-10-16T00:00:00,bill,Health,26619,26618
ny,2011-2012,upper,S 5720A,Enacts the Internet System for Tracking Over-Prescribing (I-STOP) Act,2012-02-16T00:00:00,2012-05-17T00:00:00,bill,Health,26620,26619
ny,2011-2012,upper,S 5721,"Provides for taxpayer gifts for lupus education and prevention, and establishes the lupus education and prevention fund and outreach program",2011-06-14T00:00:00,2012-10-16T00:00:00,bill,Health,26621,26620
ny,2011-2012,upper,S 5721A,"Provides for taxpayer gifts for lupus education and prevention, and establishes the lupus education and prevention fund and outreach program",2012-02-10T00:00:00,2012-05-17T00:00:00,bill,Health,26622,26621
ny,2011-2012,upper,S 5755,"Extends the effectiveness of the toll plaza air quality task force through April 1, 2012",2011-06-15T00:00:00,2012-10-16T00:00:00,bill,Health,26666,26665
ny,2011-2012,upper,S 5766,Relates to the fee charged for the issuance of birth and death records,2011-06-16T00:00:00,2012-10-16T00:00:00,bill,Health,26682,26681
ny,2011-2012,upper,S 5783,Establishes the Bill of Adoptee Rights,2011-06-17T00:00:00,2012-10-16T00:00:00,bill,Health,26704,26703
ny,2011-2012,upper,S 5785,Provides quality out-patient specialty care for patients of academic medical centers regardless of source of payment or insurance type and improving access to specialty care,2011-06-17T00:00:00,2012-10-16T00:00:00,bill,Health,26707,26706
ny,2011-2012,upper,S 5791,Increases the frequency that visitation or inspections of facilities operated or licensed by the office for people with developmental disabilities must be made each year,2011-06-17T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,26714,26713
ny,2011-2012,upper,S 5794,Requires standardized training curriculum for persons employed or volunteering at a mental health care provider certified or operated by the office for people with developmental disabilities,2011-06-17T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,26717,26716
ny,2011-2012,upper,S 5796,Creates an abuse prevention notification system,2011-06-17T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,26719,26718
ny,2011-2012,upper,S 6107A,Provides that the provisions creating the abuse prevention notification system shall take effect on the one hundred eightieth day,2012-01-07T00:00:00,2012-02-11T00:00:00,bill,Health,27044,27043
ny,2011-2012,upper,S 58,"Enacts the ""behavioral health and long-term care act""",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,26725,26724
ny,2011-2012,upper,S 61112,Relates to the release of medical records of certain deceased persons to a parent or guardian,2012-01-07T00:00:00,2012-03-10T00:00:00,bill,Health,27050,27049
ny,2011-2012,upper,S 6159A,Requires every golf course to make available at least one functional cardiac defibrillator,2012-05-08T00:00:00,2012-05-08T00:00:00,bill,Health,27116,27115
ny,2011-2012,upper,S 5863,Enacts comprehensive provisions to curtail the incidence of asthma and other respiratory diseases,2011-08-03T00:00:00,2012-10-16T00:00:00,bill,Health,26804,26803
ny,2011-2012,upper,S 6169,Develops comprehensive care centers for autism spectrum disorders,2012-01-10T00:00:00,2012-10-16T00:00:00,bill,Health,27128,27127
ny,2011-2012,upper,S 6174,Requires the office of alcoholism and substance abuse services to develop training materials for screening for alcoholism and chemical dependency,2012-01-11T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,27136,27135
ny,2011-2012,upper,S 5880,"Designates tramadol as a schedule III narcotic drug, and eliminates certain hydrocodone compounds from the list of schedule III narcotic drugs; repealer",2011-09-14T00:00:00,2012-10-16T00:00:00,bill,Health,26833,26832
ny,2011-2012,upper,S 5882,Relates to the Medicaid reimbursement rate for counties in calendar year 2012 and each succeeding calendar year,2011-09-14T00:00:00,2012-10-16T00:00:00,bill,Health,26837,26836
ny,2011-2012,upper,S 6198,"Prohibits the vending machine sale of tobacco products within 350 feet of a school, church, synagogue or other place of worship",2012-01-13T00:00:00,2012-10-16T00:00:00,bill,Health,27164,27163
ny,2011-2012,upper,S 6204,Creates an incident reporting system for NYC health and hospitals corporation,2012-01-13T00:00:00,2012-10-16T00:00:00,bill,Health,27172,27171
ny,2011-2012,upper,S 5890,Provides pharmacists access to New York's prescription drug monitoring program resources,2011-09-15T00:00:00,2012-10-16T00:00:00,bill,Health,26851,26850
ny,2011-2012,upper,S 6228,Relates to accountable care organizations,2012-01-14T00:00:00,2012-10-16T00:00:00,bill,Health,27201,27200
ny,2011-2012,upper,S 6244,Exempts police work dogs from confinement and observation periods,2012-01-19T00:00:00,2012-10-17T00:00:00,bill,Health,27220,27219
ny,2011-2012,upper,S 6029,Directs the department of health to assign at least 1 narcotics investigator to each county in a city having a population of one million or more,2011-12-08T00:00:00,2012-10-16T00:00:00,bill,Health,26941,26940
ny,2011-2012,upper,S 6271,Directs the Medicaid inspector general to publish all administrative law decisions from an appeal by his or her office,2012-01-19T00:00:00,2012-10-16T00:00:00,bill,Health,27285,27284
ny,2011-2012,upper,S 6272,Requires the promulgation of regulations relating to the commercial trade of human reproductive processes involving semen donation,2012-01-19T00:00:00,2012-10-16T00:00:00,bill,Health,27286,27285
ny,2011-2012,upper,S 6274,Relates to requiring a registered nurse on staff at facilities certified for enhanced assisted living or special needs assisted living,2012-01-20T00:00:00,2012-10-16T00:00:00,bill,Health,27288,27287
ny,2011-2012,upper,S 6062,Prohibits the substitution of opioid analgesic drugs for an opioid analgesic drug incorporating tamper resistance technology,2011-12-08T00:00:00,2012-10-16T00:00:00,bill,Health,26982,26981
ny,2011-2012,lower,A 1532,Relates to prohibiting smoking on public beaches and in public parks,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1503,1502
ny,2011-2012,lower,A 1087,Provides additional discharge planning for persons being released from civil confinement,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,925,924
ny,2011-2012,lower,A 1542,Provides for cost allowances for investments in technology infrastructure for certain home health care programs,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1515,1514
ny,2011-2012,lower,A 1556,Relates to mandatory reporting of allegations of physical or sexual abuse of a child or adult with mental or physical disabilities or death occurring in an unexplained manner,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,1532,1531
ny,2011-2012,lower,A 1113,Establishes the medicaid outreach and enrollment program,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,962,961
ny,2011-2012,lower,A 1601A,Provides for annual school lead-copper tap water testing; publishing of reports of contamination and abatement of such contamination,2012-01-07T00:00:00,2012-05-03T00:00:00,bill,Health,1588,1587
ny,2011-2012,lower,A 1603,Authorizes nurse practitioners to admit mentally ill patients,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,1590,1589
ny,2011-2012,lower,A 1177,Relates to increasing the availability of adult day health care programs in certain counties,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1040,1039
ny,2011-2012,lower,A 1636,Requires manufacturers and labelers of prescription drugs dispensed in this state to annually report marketing expenses to the department of health,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1628,1627
ny,2011-2012,lower,A 1216,Establishes the medicaid prescription senior eligibility expansion program,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1087,1086
ny,2011-2012,lower,A 1676,Enacts the drug overdose prevention act,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1679,1678
ny,2011-2012,lower,A 1223,"For the purposes of the disposition of human remains, includes treatment of such remains by the process of alkaline hydrolysis within the definition of ""cremation""",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1095,1094
ny,2011-2012,lower,A 1691,Provides that health maintenance organizations shall provide market access to diagnostic laboratories,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1698,1697
ny,2011-2012,lower,A 1692,Provides legal assistance to youth ordered by the court into the custody of the office of children and family services and placed or committed to a state operated juvenile detention center,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,1699,1698
ny,2011-2012,lower,A 1696,Authorizes disclosure of death of biological parents and adoptive children by adoption registry,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1703,1702
ny,2011-2012,lower,A 1246,Establishes a central registry of medical personnel terminated for cause,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1125,1124
ny,2011-2012,lower,A 1708,Defines a bill of rights for persons with autism or autism spectrum disorders,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,1717,1716
ny,2011-2012,lower,A 1263,Restricts the disclosure of health care information,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1146,1145
ny,2011-2012,lower,A 1728,Allows clinical labs to provide biological data analysis services,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1741,1740
ny,2011-2012,lower,A 1269,Allows for immunization against hepatitis B of a person under the age of 18,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1152,1151
ny,2011-2012,lower,A 126A,Provides a mental hygiene legal service to certain patients or residents of residential healthcare facilities,2011-06-15T00:00:00,2012-03-06T00:00:00,bill,Health|Legal Issues,1153,1152
ny,2011-2012,lower,A 173,Authorizes commissioner of health to issue copies of death certificates for genealogical purposes,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1743,1742
ny,2011-2012,lower,A 1278,"Provides that any person who was an Army medic, Navy field medical service technician or Air Force pararescue shall be deemed to be qualified to be an EMT",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1168,1167
ny,2011-2012,lower,A 1281,Authorizes all local governments to appoint the community service directors who will serve such governments,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,1175,1174
ny,2011-2012,lower,A 1747,Authorizes nurse practitioners to sign death certificates in like manner as physicians and imposes upon nurse practitioners the same duties that physicians have,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1767,1766
ny,2011-2012,lower,A 1311A,Directs commissioner of health to establish a uniform letter grading system to classify the result of an inspection of a public food service establishment,2011-06-02T00:00:00,2012-04-25T00:00:00,bill,Health,1211,1210
ny,2011-2012,lower,A 1370,"Enacts the ""safe patient handling act""",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1283,1282
ny,2011-2012,lower,A 1370B,"Enacts the ""safe patient handling act""",2012-02-15T00:00:00,2012-05-18T00:00:00,bill,Health,1285,1284
ny,2011-2012,lower,A 1829,"Relates to prohibiting the sale or use of artificial trans fats in food service establishments, mobile food service establishments and retail food stores",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1869,1868
ny,2011-2012,lower,A 1833,Provides for the authority of the department of health to engage in or support research on the health effects of artificial night light,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1874,1873
ny,2011-2012,lower,A 1840,Requires written notification to parents of infants whose DNA or blood spots are retained,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1882,1881
ny,2011-2012,lower,A 1410,Relates to personal watercraft and certain safety provisions that require their use,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1344,1343
ny,2011-2012,lower,A 1410A,Relates to personal watercraft and certain safety provisions that require their use,2011-06-12T00:00:00,2012-03-01T00:00:00,bill,Health,1345,1344
ny,2011-2012,lower,A 1411,"Authorizes agreements for county, city and town social services departments to access death certificates maintained by the department of public health",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1346,1345
ny,2011-2012,lower,A 141A,Requires a representative of veteran and alcoholism or substance abuse programs to the advisory council on alcoholism and substance abuse services,2011-05-16T00:00:00,2012-03-20T00:00:00,bill,Health|Legal Issues,1362,1361
ny,2011-2012,lower,A 1887,Establishes the community chemical dependence services expansion program,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,1942,1941
ny,2011-2012,lower,A 1447,Enacts provisions relating to the use of electroconvulsive therapy,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,1402,1401
ny,2011-2012,lower,A 1920,Concerns siting of facilities licensed by the office of alcoholism and substance abuse services,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,1985,1984
ny,2011-2012,lower,A 1927,Requires average monthly rate increase information to all residents of assisted living facilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1992,1991
ny,2011-2012,lower,A 1468,Prohibits the sale of electronic cigarettes to minors and items not defined as a tobacco product or approved by the FDA as a tobacco use cessation or harm reduction,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,1426,1425
ny,2011-2012,lower,A 1469A,"Provides all blind and visually impaired patients with an audio recording of the discharge plan and preadmission information, where provided",2011-05-05T00:00:00,2012-05-20T00:00:00,bill,Health,1428,1427
ny,2011-2012,lower,A 2003,Establishes the Bill of Adoptee Rights,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,2090,2089
ny,2011-2012,lower,A 2003A,Enacts bill of adoptee rights clarifying language and procedures for obtaining birth certificates and medical histories for adoptees,2011-06-17T00:00:00,2012-05-11T00:00:00,bill,Health,2091,2090
ny,2011-2012,lower,A 2003B,Establishes the Bill of Adoptee Rights,2012-02-08T00:00:00,2012-03-24T00:00:00,bill,Health,2092,2091
